      610	2022-09-01 06:59:45	1	0	1	0
      608	2022-09-01 07:00:30	1	0	1	0
      626	2022-09-01 07:01:30	1	1	1	0
      624	2022-09-01 07:36:20	1	0	1	0
      600	2022-09-01 07:50:53	1	0	1	0
      648	2022-09-01 07:56:22	1	0	1	0
      615	2022-09-01 07:56:38	1	0	1	0
      605	2022-09-01 07:59:27	1	0	1	0
      601	2022-09-01 08:10:34	1	0	1	0
      605	2022-09-01 12:03:09	1	1	1	0
      600	2022-09-01 12:19:51	1	1	1	0
      605	2022-09-01 12:46:43	1	0	1	0
      600	2022-09-01 12:53:27	1	0	1	0
      601	2022-09-01 13:58:56	1	4	1	0
      648	2022-09-01 14:00:25	1	1	1	0
      628	2022-09-01 14:52:04	1	0	1	0
      621	2022-09-01 14:56:05	1	0	1	0
      648	2022-09-01 14:59:11	1	0	1	0
      610	2022-09-01 15:00:27	1	1	1	0
      608	2022-09-01 15:11:58	1	1	1	0
      648	2022-09-01 17:07:34	1	1	1	0
      615	2022-09-01 17:09:37	1	1	1	0
      601	2022-09-01 17:13:28	1	1	1	0
      624	2022-09-01 17:21:31	1	1	1	0
      616	2022-09-01 22:54:53	1	0	1	0
      621	2022-09-01 23:01:04	1	1	1	0
      628	2022-09-01 23:01:13	1	1	1	0
      610	2022-09-02 06:29:51	1	0	1	0
      648	2022-09-02 07:32:31	1	0	1	0
      600	2022-09-02 07:45:30	1	0	1	0
      615	2022-09-02 07:57:32	1	0	1	0
      605	2022-09-02 08:01:31	1	0	1	0
      601	2022-09-02 08:03:18	1	0	1	0
      604	2022-09-02 08:05:17	1	0	1	0
      600	2022-09-02 12:03:04	1	1	1	0
      605	2022-09-02 12:15:02	1	1	1	0
      600	2022-09-02 12:21:22	1	0	1	0
      604	2022-09-02 12:34:29	1	1	1	0
      604	2022-09-02 12:51:49	1	0	1	0
      605	2022-09-02 13:04:26	1	0	1	0
      601	2022-09-02 13:19:18	1	0	1	0
      601	2022-09-02 13:42:25	1	0	1	0
      621	2022-09-02 14:55:35	1	0	1	0
      608	2022-09-02 15:00:51	1	1	1	0
      610	2022-09-02 15:00:55	1	1	1	0
      600	2022-09-02 17:01:41	1	1	1	0
      601	2022-09-02 17:01:43	1	1	1	0
      605	2022-09-02 17:04:02	1	1	1	0
      648	2022-09-02 17:10:30	1	1	1	0
      615	2022-09-02 18:01:06	1	1	1	0
      616	2022-09-02 22:59:04	1	0	1	0
      621	2022-09-02 23:02:09	1	1	1	0
      610	2022-09-03 06:59:29	1	0	1	0
      608	2022-09-03 06:59:33	1	0	1	0
      626	2022-09-03 09:55:48	1	0	1	0
      628	2022-09-03 14:56:05	1	0	1	0
      610	2022-09-03 15:03:59	1	1	1	0
      608	2022-09-03 15:04:32	1	1	1	0
      616	2022-09-03 22:58:31	1	0	1	0
      628	2022-09-03 23:01:32	1	1	1	0
      628	2022-09-03 23:01:33	1	1	1	0
      626	2022-09-04 06:52:41	1	0	1	0
      629	2022-09-04 07:02:04	1	0	1	0
      616	2022-09-04 14:57:14	1	0	1	0
      626	2022-09-04 14:59:18	1	1	1	0
      629	2022-09-04 15:00:22	1	1	1	0
      647	2022-09-04 22:59:09	1	0	1	0
      627	2022-09-04 22:59:53	1	0	1	0
      616	2022-09-04 23:00:08	1	1	1	0
      626	2022-09-05 06:31:47	1	0	1	0
      647	2022-09-05 06:33:16	1	1	1	0
      627	2022-09-05 06:34:20	1	1	1	0
      610	2022-09-05 06:34:41	1	0	1	0
      600	2022-09-05 07:51:07	1	0	1	0
      604	2022-09-05 07:52:53	1	0	1	0
      624	2022-09-05 07:58:49	1	0	1	0
      615	2022-09-05 08:00:43	1	0	1	0
      605	2022-09-05 08:00:50	1	0	1	0
      648	2022-09-05 08:00:52	1	0	1	0
      630	2022-09-05 08:00:57	1	0	1	0
      609	2022-09-05 11:25:05	1	0	1	0
      600	2022-09-05 12:01:54	1	1	1	0
      600	2022-09-05 12:33:33	1	0	1	0
      604	2022-09-05 12:51:24	1	1	1	0
      604	2022-09-05 13:00:02	1	0	1	0
      605	2022-09-05 13:01:34	1	1	1	0
      630	2022-09-05 13:13:02	1	0	1	0
      601	2022-09-05 13:25:46	1	0	1	0
      605	2022-09-05 13:59:59	1	0	1	0
      630	2022-09-05 14:13:56	1	0	1	0
      648	2022-09-05 14:15:19	1	1	1	0
      601	2022-09-05 14:15:35	1	1	1	0
      616	2022-09-05 14:59:21	1	0	1	0
      648	2022-09-05 15:15:35	1	0	1	0
      604	2022-09-05 17:04:02	1	1	1	0
      605	2022-09-05 17:07:52	1	1	1	0
      615	2022-09-05 17:07:54	1	1	1	0
      624	2022-09-05 17:08:49	1	1	1	0
      601	2022-09-05 17:16:44	1	1	1	0
      630	2022-09-05 17:26:23	1	1	1	0
      648	2022-09-05 17:31:50	1	1	1	0
      627	2022-09-05 22:57:32	1	0	1	0
      616	2022-09-05 23:00:06	1	1	1	0
      647	2022-09-05 23:00:12	1	0	1	0
      626	2022-09-06 06:28:41	1	0	1	0
      610	2022-09-06 06:29:22	1	0	1	0
      629	2022-09-06 06:31:36	1	0	1	0
      647	2022-09-06 06:31:42	1	1	1	0
      627	2022-09-06 06:31:48	1	1	1	0
      600	2022-09-06 07:51:18	1	0	1	0
      615	2022-09-06 07:57:43	1	0	1	0
      605	2022-09-06 07:59:06	1	0	1	0
      624	2022-09-06 07:59:32	1	0	1	0
      601	2022-09-06 08:00:58	1	0	1	0
      630	2022-09-06 08:00:59	1	0	1	0
      604	2022-09-06 08:04:21	1	0	1	0
      600	2022-09-06 12:09:02	1	1	1	0
      600	2022-09-06 12:30:56	1	0	1	0
      601	2022-09-06 12:48:17	1	0	1	0
      605	2022-09-06 13:06:01	1	1	1	0
      630	2022-09-06 13:08:01	1	1	1	0
      604	2022-09-06 13:10:57	1	0	1	0
      604	2022-09-06 13:28:53	1	1	1	0
      601	2022-09-06 13:39:20	1	1	1	0
      605	2022-09-06 14:04:40	1	0	1	0
      630	2022-09-06 14:07:47	1	0	1	0
      616	2022-09-06 14:55:55	1	0	1	0
      626	2022-09-06 14:59:06	1	1	1	0
      629	2022-09-06 15:00:02	1	1	1	0
      605	2022-09-06 17:02:11	1	1	1	0
      604	2022-09-06 17:02:13	1	1	1	0
      624	2022-09-06 17:02:25	1	1	1	0
      600	2022-09-06 17:03:05	1	1	1	0
      601	2022-09-06 17:03:12	1	1	1	0
      615	2022-09-06 17:17:54	1	1	1	0
      647	2022-09-06 22:55:29	1	0	1	0
      627	2022-09-06 23:00:43	1	0	1	0
      626	2022-09-07 06:28:50	1	0	1	0
      626	2022-09-07 06:28:51	1	0	1	0
      628	2022-09-07 06:29:21	1	0	1	0
      629	2022-09-07 06:29:47	1	0	1	0
      647	2022-09-07 06:30:15	1	1	1	0
      600	2022-09-07 07:47:17	1	0	1	0
      604	2022-09-07 07:51:56	1	0	1	0
      615	2022-09-07 07:56:19	1	0	1	0
      624	2022-09-07 07:57:57	1	0	1	0
      605	2022-09-07 07:59:16	1	0	1	0
      648	2022-09-07 08:00:19	1	0	1	0
      630	2022-09-07 08:01:28	1	0	1	0
      601	2022-09-07 08:02:35	1	0	1	0
      627	2022-09-07 11:55:41	1	0	1	0
      600	2022-09-07 12:30:33	1	1	1	0
      604	2022-09-07 12:37:26	1	1	1	0
      600	2022-09-07 12:45:01	1	0	1	0
      604	2022-09-07 12:51:43	1	1	1	0
      630	2022-09-07 13:02:16	1	1	1	0
      601	2022-09-07 13:02:18	1	1	1	0
      605	2022-09-07 13:07:51	1	1	1	0
      601	2022-09-07 13:58:29	1	1	1	0
      630	2022-09-07 14:00:54	1	1	1	0
      605	2022-09-07 14:05:15	1	0	1	0
      647	2022-09-07 14:51:35	1	0	1	0
      626	2022-09-07 14:59:53	1	1	1	0
      629	2022-09-07 15:00:05	1	1	1	0
      628	2022-09-07 15:00:06	1	1	1	0
      604	2022-09-07 17:00:06	1	1	1	0
      600	2022-09-07 17:00:19	1	1	1	0
      605	2022-09-07 17:01:07	1	1	1	0
      630	2022-09-07 17:06:44	1	1	1	0
      615	2022-09-07 17:09:27	1	1	1	0
      601	2022-09-07 17:15:12	1	1	1	0
      624	2022-09-07 17:18:42	1	1	1	0
      648	2022-09-07 17:25:46	1	1	1	0
      627	2022-09-07 20:00:33	1	1	1	0
      608	2022-09-07 22:54:28	1	0	1	0
      621	2022-09-07 22:54:33	1	0	1	0
      626	2022-09-08 06:22:56	1	0	1	0
      628	2022-09-08 06:28:51	1	0	1	0
      629	2022-09-08 06:28:53	1	0	1	0
      621	2022-09-08 06:30:02	1	1	1	0
      600	2022-09-08 07:42:45	1	0	1	0
      648	2022-09-08 07:49:58	1	0	1	0
      624	2022-09-08 07:54:34	1	0	1	0
      615	2022-09-08 07:54:37	1	0	1	0
      630	2022-09-08 07:56:43	1	0	1	0
      601	2022-09-08 07:58:50	1	0	1	0
      605	2022-09-08 07:59:30	1	0	1	0
      604	2022-09-08 08:01:24	1	0	1	0
      608	2022-09-08 08:58:25	1	1	1	0
      627	2022-09-08 11:52:50	1	0	1	0
      627	2022-09-08 11:53:20	1	0	1	0
      600	2022-09-08 12:01:11	1	1	1	0
      600	2022-09-08 12:34:08	1	0	1	0
      604	2022-09-08 12:46:15	1	0	1	0
      604	2022-09-08 12:57:59	1	1	1	0
      601	2022-09-08 13:03:06	1	1	1	0
      630	2022-09-08 13:03:13	1	1	1	0
      605	2022-09-08 13:15:36	1	1	1	0
      601	2022-09-08 13:54:38	1	1	1	0
      630	2022-09-08 14:00:46	1	1	1	0
      605	2022-09-08 14:14:07	1	0	1	0
      648	2022-09-08 14:53:11	1	1	1	0
      647	2022-09-08 14:54:47	1	0	1	0
      626	2022-09-08 14:57:04	1	1	1	0
      629	2022-09-08 15:00:01	1	1	1	0
      628	2022-09-08 15:00:03	1	1	1	0
      648	2022-09-08 15:45:53	1	0	1	0
      600	2022-09-08 17:01:00	1	1	1	0
      604	2022-09-08 17:01:05	1	1	1	0
      605	2022-09-08 17:02:47	1	1	1	0
      648	2022-09-08 17:03:13	1	1	1	0
      615	2022-09-08 17:04:13	1	1	1	0
      601	2022-09-08 17:04:57	1	1	1	0
      630	2022-09-08 17:06:55	1	1	1	0
      624	2022-09-08 17:42:23	1	1	1	0
      627	2022-09-08 19:55:24	1	1	1	0
      608	2022-09-08 22:53:50	1	0	1	0
      621	2022-09-08 22:53:55	1	0	1	0
      647	2022-09-08 22:54:32	1	1	1	0
      626	2022-09-09 06:20:17	1	0	1	0
      628	2022-09-09 06:28:04	1	0	1	0
      621	2022-09-09 06:30:01	1	1	1	0
      629	2022-09-09 06:30:25	1	0	1	0
      600	2022-09-09 07:47:00	1	0	1	0
      624	2022-09-09 07:53:06	1	0	1	0
      615	2022-09-09 07:53:16	1	0	1	0
      648	2022-09-09 07:56:48	1	0	1	0
      604	2022-09-09 07:59:23	1	0	1	0
      630	2022-09-09 07:59:40	1	0	1	0
      601	2022-09-09 08:00:14	1	0	1	0
      605	2022-09-09 08:01:24	1	0	1	0
      600	2022-09-09 12:01:52	1	1	1	0
      600	2022-09-09 12:25:00	1	0	1	0
      601	2022-09-09 12:54:34	1	0	1	0
      605	2022-09-09 13:05:47	1	1	1	0
      630	2022-09-09 13:20:10	1	1	1	0
      601	2022-09-09 13:49:23	1	1	1	0
      605	2022-09-09 13:58:07	1	0	1	0
      648	2022-09-09 14:06:56	1	1	1	0
      630	2022-09-09 14:20:50	1	1	1	0
      647	2022-09-09 14:52:49	1	0	1	0
      629	2022-09-09 14:55:33	1	1	1	0
      648	2022-09-09 15:03:01	1	0	1	0
